,sentence,sentiment_values
3675,"In his debut as a film director , Denzel Washington delivers a lean and engaging work .",4
3676,Becomes the last thing you would expect from a film with this title or indeed from any Plympton film : boring .,1
3677,Vividly conveys the shadow side of the 30-year friendship between two English women .,2
3678,"Instead , he shows them the respect they are due .",4
3679,"Birot creates a drama with such a well-defined sense of place and age -- as in , 15 years old -- that the torments and angst become almost as operatic to us as they are to her characters .",3
3680,"De Ayala is required to supply too much of the energy in a film that is , overall , far too staid for its subject matter .",2
3681,"At the very least , if you do n't know anything about Derrida when you walk into the theater , you wo n't know much more when you leave .",1
3682,"Considering the harsh locations and demanding stunts , this must have been a difficult shoot , but the movie proves rough going for the audience as well .",1
3683,"But ... in trying to capture the novel 's deeper intimate resonances , the film has -- ironically - distanced us from the characters .",1
3684,A good thriller .,3
3685,"Even these tales of just seven children seem at times too many , although in reality they are not enough .",2
3686,A seriously bad film with seriously warped logic by writer-director Kurt Wimmer at the screenplay level .,1
3687,"Theology aside , why put someone who ultimately does n't learn at the center of a kids ' story ?",1
3688,"Kwan is a master of shadow , quietude , and room noise , and Lan Yu is a disarmingly lived-in movie .",3
3689,"The low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .",3
3690,"This is n't a narrative film -- I do n't know if it 's possible to make a narrative film about September 11th , though I 'm sure some will try -- but it 's as close as anyone has dared to come .",3
3691,The logic of it all will be Greek to anyone not predisposed to the movie 's rude and crude humor .,0
3692,A pleasant piece of escapist entertainment .,4
3693,"A distant , even sterile , yet compulsively watchable look at the sordid life of Hogan 's Heroes star Bob Crane .",3
3694,The one not-so-small problem with Expecting is that the entire exercise has no real point .,1
3695,"At its best when the guarded , resentful Betty and the manipulative yet needy Margot are front and center .",2
3696,"Maryam is a small film , but it offers large rewards .",3
3697,The chocolate factory without Charlie .,1
3698,"Stands as a document of what it felt like to be a New Yorker -- or , really , to be a human being -- in the weeks after 9\/11 .",3
3699,A captivating cross-cultural comedy of manners .,3
3700,Chan 's stunts are limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy .,1
3701,So what is the point ?,0
3702,"The makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep .",0
3703,"Even in this less-than-magic kingdom , Reese rules .",2
3704,An absurdist spider web .,1
3705,"To work , love stories require the full emotional involvement and support of a viewer .",2
3706,"Road to Perdition does display greatness , and it 's worth seeing .",4
3707,"Of all the Halloween 's , this is the most visually unappealing .",0
3708,"With its lackadaisical plotting and mindless action , All About the Benjamins evokes the bottom tier of blaxploitation flicks from the 1970s .",1
3709,This flick is about as cool and crowd-pleasing as a documentary can get .,4
3710,"Instead , we just get messy anger , a movie as personal therapy .",1
3711,"A delightful , if minor , pastry of a movie .",4
3712,"A full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution .",3
3713,The film is predictable in the reassuring manner of a beautifully sung holiday carol .,3
3714,"Sometimes this modest little number clicks , and sometimes it does n't .",2
3715,But here 's a glimpse at his life .,2
3716,"A farce of a parody of a comedy of a premise , it is n't a comparison to reality so much as it is a commentary about our knowledge of films .",2
3717,"You come away thinking not only that Kate is n't very bright , but that she has n't been worth caring about and that maybe she , Janine and Molly -- an all-woman dysfunctional family -- deserve one another .",1
3718,"The only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team .",1
3719,"A worthy idea , but the uninspired scripts , acting and direction never rise above the level of an after-school TV special .",1
3720,"Further sad evidence that Tom Tykwer , director of the resonant and sense-spinning Run Lola Run , has turned out to be a one-trick pony -- a maker of softheaded metaphysical claptrap .",0
3721,"If you 're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then Mostly Martha offers all the perfect ingredients to more than satisfy your appetite .",4
3722,An artsploitation movie with too much exploitation and too little art .,0
3723,"Sparkling , often hilarious romantic jealousy comedy ... Attal looks so much like a young Robert DeNiro that it seems the film should instead be called ` My Husband Is Travis Bickle ' .",4
3724,"As surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming .",4
3725,"Some elements of it really blow the big one , but other parts are decent .",2
3726,"In the end , White Oleander is n't an adaptation of a novel .",2
3727,Five screenwriters are credited with the cliche-laden screenplay ; it seems as if each watered down the version of the one before .,1
3728,"The movie barely makes sense , with its unbelievable naivete and arbitrary flashbacks .",0
3729,Move over Bond ; this girl deserves a sequel .,4
3730,Any rock pile will do for a set .,1
3731,"The script is high on squaddie banter , low on shocks .",3
3732,"Bad in such a bizarre way that it 's almost worth seeing , if only to witness the crazy confluence of purpose and taste .",2
3733,It 's an experience in understanding a unique culture that is presented with universal appeal .,3
3734,"... post-September 11 , `` The Sum Of All Fears '' seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves .",0
3735,"I realized that no matter how fantastic Reign of Fire looked , its story was making no sense at all .",2
3736,"Love may have been in the air onscreen , but I certainly was n't feeling any of it .",1
